,XLB,XLV,XLP,XLY,XLE,XLF,XLI,XLK,XLU,VIX_quantile_yesterday,5_day_trail_vol_yesterday
2000-02-08,-0.2721,1.1044,1.2397,2.0625999999999998,-0.8808,1.1189,0.4106,0.9131999999999999,0.23120000000000002,37.0,1.0
2000-02-09,-1.9782000000000002,-1.7874999999999999,-0.8844,-1.6684999999999999,-2.7289999999999996,-2.3512999999999997,-1.0514000000000001,-1.2443000000000002,0.0,36.0,0.0
2000-02-10,-0.8351000000000001,-0.8595,-1.4277,-0.905,2.0833,-2.621,-1.7119,2.3617,-1.4418,35.0,0.0
2000-02-11,-2.4118,0.051000000000000004,-1.4277,-1.4269,-1.2005,0.2185,-2.0747999999999998,-2.6099,-1.7554,35.0,0.0
2000-02-14,1.6546999999999998,-1.7912000000000001,0.5069,0.5211,1.5796000000000001,0.8721,1.5951,0.057499999999999996,0.1191,35.0,1.0
2000-02-15,2.3651999999999997,-0.7787999999999999,1.4064999999999999,0.2304,2.5090000000000003,0.1441,1.7511999999999999,0.2872,-0.23800000000000002,37.0,1.0
2000-02-16,-2.3066,-1.7912000000000001,-1.4094,-2.1349,0.4592,-2.0863,-0.23739999999999997,-0.5155,-0.41740000000000005,37.0,2.0
2000-02-17,-0.2083,-0.053899999999999997,-1.4277,-2.1349,-0.11429999999999998,-1.2491,0.4164,2.2453000000000003,-0.5988,38.0,2.0
2000-02-18,-2.4118,-1.7912000000000001,-1.1611,-1.4778,-2.7289999999999996,-2.621,-2.0747999999999998,-2.6099,-1.8175000000000001,38.0,2.0
2000-02-22,2.3651999999999997,-0.7202,1.4064999999999999,0.25,-0.8838999999999999,0.9259,1.6354,-0.23309999999999997,-0.37520000000000003,38.0,2.0
2000-02-23,-1.1134,1.5625,-1.4277,-0.3117,-2.6159000000000003,-0.3823,-0.7747,2.3617,-1.8175000000000001,38.0,3.0
2000-02-24,-2.4118,-0.7692,-1.4277,-2.1349,-1.0989,-2.0721,-0.9008999999999999,1.2472,-1.8175000000000001,39.0,3.0
2000-02-25,-1.6058,-1.7912000000000001,-1.4277,0.3876,-1.9753,-0.627,-1.7576,-0.9518000000000001,-0.5305,39.0,3.0
2000-02-28,0.2967,1.6868,1.4064999999999999,2.0625999999999998,2.5090000000000003,2.5180000000000002,0.3085,-1.1871,1.6303999999999998,39.0,4.0
2000-02-29,-0.6657,1.123,-0.3794,2.0625999999999998,2.3227,0.6875,1.107,2.2883,0.7129000000000001,40.0,4.0
2000-03-01,-1.0424,0.8329,-0.9138999999999999,-1.1557,2.5090000000000003,1.3657000000000001,-0.5474,1.0067,1.6303999999999998,40.0,3.0
2000-03-02,-2.1821,-0.4405,0.2306,-0.12310000000000001,1.8648000000000002,-0.5988,0.367,0.9967,1.6303999999999998,39.0,3.0
2000-03-03,2.3651999999999997,1.3827,-0.5368,1.8484,-1.6018000000000001,0.9036000000000001,1.9993,2.3617,0.9014,38.0,2.0
2000-03-06,-2.3845,-1.7912000000000001,-1.4277,-2.1349,-0.5813999999999999,-0.9701,-0.4152,-0.16,-1.8175000000000001,37.0,2.0
2000-03-07,-2.4118,-1.7912000000000001,-1.4277,-2.1349,2.5090000000000003,-2.621,-2.0747999999999998,-2.6099,-1.1642,35.0,2.0
2000-03-08,2.1292999999999997,-0.5102,1.4064999999999999,1.2109999999999999,-1.6410999999999998,-1.1655,1.0546,1.7582,0.682,33.0,3.0
2000-03-09,-0.1544,1.6868,1.4064999999999999,2.0151,0.1112,0.5503,1.0436,2.3617,0.8005,34.0,4.0
2000-03-10,0.8507,-0.8352,-1.183,-1.358,-1.3333,0.3127,0.243,0.2096,0.0,35.0,3.0
2000-03-13,1.5337,-0.7299,-1.4277,-0.8135,-1.464,1.0132999999999999,-1.5152,-1.4644,0.3054,35.0,3.0
2000-03-14,-1.7371999999999999,0.2828,-0.5677,0.1893,1.2571,-0.3858,-0.5538000000000001,-2.2824,-0.6698999999999999,36.0,3.0
2000-03-15,2.3651999999999997,0.5075999999999999,1.4064999999999999,2.0625999999999998,-0.4515,2.5180000000000002,1.9993,-1.7381999999999997,0.5518000000000001,37.0,2.0
2000-03-16,2.3651999999999997,1.6868,1.4064999999999999,2.0625999999999998,2.5090000000000003,2.5180000000000002,1.9993,2.3617,1.6303999999999998,37.0,2.0
2000-03-17,-2.4118,0.1067,-1.4277,-0.0552,-2.7289999999999996,-0.269,-0.507,2.3504,-0.7567,36.0,3.0
2000-03-20,1.2074,1.6868,-0.8888999999999999,-0.9397000000000001,-1.5748000000000002,-1.8881,0.5662999999999999,-0.4175,-0.4106,35.0,4.0
2000-03-21,1.193,0.6276,1.4064999999999999,1.1161,2.5090000000000003,2.5180000000000002,1.9993,2.3617,-0.6478,36.0,4.0
2000-03-22,-2.4118,1.6868,-0.807,-0.44149999999999995,-0.7752,0.8621,-0.441,1.7365000000000002,-1.8175000000000001,36.0,4.0
2000-03-23,2.3651999999999997,0.40549999999999997,-0.8135999999999999,0.2772,-0.1116,2.5180000000000002,1.9993,1.9076,1.6303999999999998,35.0,4.0
2000-03-24,-0.4834,0.8582,-1.4277,0.3317,0.2235,1.1436,0.5952,0.8621,-0.9547,34.0,3.0
2000-03-27,-0.4164,-0.7007,-1.2908,-0.2755,0.33440000000000003,-2.621,-1.2371999999999999,0.8059000000000001,1.3855000000000002,35.0,3.0
2000-03-28,-1.8815,0.1008,1.1538,0.33149999999999996,-0.4444,0.7792,-0.27230000000000004,-2.4225,-0.47530000000000006,35.0,3.0
2000-03-29,2.0597,-1.5106,1.4064999999999999,1.9824000000000002,2.5090000000000003,-0.7732,1.2561,-2.6099,1.6303999999999998,36.0,2.0
2000-03-30,2.3651999999999997,-1.4315,1.3363,2.0625999999999998,0.0,0.1948,0.6472,-2.6099,-0.2346,37.0,2.0
2000-03-31,-0.0678,1.6868,-0.5127999999999999,-1.0565,-0.5302,0.6481,0.1608,1.8927,0.5879,38.0,2.0
2000-04-03,2.3651999999999997,-0.0509,1.4064999999999999,2.0625999999999998,1.7058,2.5180000000000002,0.428,-2.6099,0.6429,39.0,2.0
2000-04-04,-0.9192,-1.1213000000000002,1.4064999999999999,-1.2442,-1.2579,-2.621,-1.1188,-0.9698,1.3937,39.0,2.0
2000-04-05,-0.7952000000000001,-0.6701,-1.3699,0.1575,-2.7289999999999996,-0.7678,-0.37720000000000004,0.6529000000000001,1.3173,39.0,3.0
2000-04-06,-0.6012,1.6868,-1.4277,1.0482,2.5090000000000003,1.0961,0.8653,1.2973,0.6217999999999999,40.0,3.0
2000-04-07,-1.6129,0.2546,-1.273,0.0,-1.5457999999999998,-2.0408,1.5013,2.3617,-0.2809,41.0,3.0
2000-04-10,2.3651999999999997,-0.6602,1.4064999999999999,2.0625999999999998,-1.4618,2.5180000000000002,0.1585,-2.6099,-0.2254,41.0,3.0
2000-04-11,2.3651999999999997,0.8691000000000001,1.4064999999999999,0.7096,1.7582,0.6329,1.2130999999999998,-2.4625,1.6303999999999998,41.0,3.0
2000-04-12,2.3651999999999997,-1.7912000000000001,1.1676,-0.2013,0.8639000000000001,1.0692,-1.7718,-2.6099,0.8805999999999999,42.0,1.0
2000-04-13,-2.4118,-1.7912000000000001,-0.6789,-1.8659,-0.2141,-2.6136,0.2653,-1.9073,0.1091,42.0,2.0
2000-04-14,-2.4118,-1.7912000000000001,-1.4277,-2.1349,-2.1458999999999997,-2.621,-2.0747999999999998,-2.6099,-1.8175000000000001,42.0,2.0
2000-04-17,0.1381,0.8455,1.4064999999999999,0.1116,-2.4122999999999997,0.8345,1.9993,2.3617,-1.5271000000000001,43.0,4.0
2000-04-18,-1.8620999999999999,1.6868,0.6289,2.0625999999999998,0.5055999999999999,2.5180000000000002,0.387,2.3617,0.2872,44.0,4.0
2000-04-19,-1.2649000000000001,1.6868,1.1806,0.7642,2.18,-1.3263,0.3855,-2.6099,0.9164,44.0,4.0
2000-04-20,2.3651999999999997,0.4242,-0.0686,1.3001,0.16410000000000002,1.8817,0.8228,-0.8786999999999999,0.34049999999999997,44.0,4.0
2000-04-24,0.2083,-1.4256,1.4064999999999999,1.0695,1.0923,2.3747000000000003,0.1088,-2.6099,1.6303999999999998,44.0,4.0
2000-04-25,0.1386,1.6868,-0.4679,1.7989000000000002,0.1621,2.5180000000000002,1.9993,2.3617,1.6303999999999998,43.0,3.0
2000-04-26,-1.7301,1.0449,-1.1417,-0.104,1.2945,-2.0,-1.4979,-1.902,-0.21389999999999998,42.0,3.0
2000-04-27,-0.35209999999999997,-0.6204999999999999,0.0,-2.0812,1.3845,-2.0408,0.10490000000000001,2.3617,-1.8175000000000001,42.0,3.0
2000-04-28,0.7774,0.9365,-1.4277,-2.1349,-2.7289999999999996,2.0833,-0.681,0.2849,-0.05480000000000001,42.0,3.0
2000-05-01,-0.1403,0.30929999999999996,1.2587,2.0625999999999998,1.6233999999999997,-2.2321,1.9993,1.4205,0.0,42.0,3.0
2000-05-02,2.3651999999999997,-1.7912000000000001,0.2762,-0.6878000000000001,1.4377,-0.9785,-1.0309000000000001,-1.8487,-1.8175000000000001,42.0,3.0
2000-05-03,-1.6348999999999998,-1.7912000000000001,0.0,-2.1349,-2.5722,-1.7787000000000002,-2.0747999999999998,-2.6099,0.3415,41.0,2.0
2000-05-04,1.0388,-0.3236,0.0,-1.6219000000000001,2.5090000000000003,-1.5426,0.1616,-0.716,-0.1702,42.0,3.0
2000-05-05,-0.06849999999999999,-0.1082,1.4064999999999999,1.2507000000000001,1.0504,0.6812,1.7751,2.3617,0.22729999999999997,43.0,2.0
2000-05-08,-0.5487,0.2167,1.4064999999999999,-0.2807,1.2474,1.9621,-0.052899999999999996,-2.6099,0.6803,44.0,2.0
2000-05-09,1.7931,-0.7027,0.46140000000000003,1.0135,0.0513,-0.2654,-0.7932,-1.8496000000000001,-0.3378,44.0,2.0
2000-05-10,-1.2195,-0.1633,-0.6562,0.0,0.3079,-2.621,-1.0128,-2.6099,1.6303999999999998,44.0,1.0
2000-05-11,1.3032,-0.1091,-0.1321,0.8919,2.5090000000000003,2.5180000000000002,1.9993,2.3617,1.4967,44.0,1.0
2000-05-12,0.3385,1.6868,-1.3228,1.4364999999999999,0.3472,1.1280999999999999,1.2086,1.2946000000000002,-1.5837999999999999,44.0,1.0
2000-05-15,1.7544,1.6631,1.4064999999999999,0.3268,2.0761000000000003,2.5180000000000002,1.6615000000000002,1.8703,1.6303999999999998,44.0,1.0
2000-05-16,-1.061,1.3193,-0.4578,0.76,-1.9369999999999998,-0.5653,0.9193,2.3617,-0.43549999999999994,43.0,1.0
2000-05-17,0.2681,-1.1458,0.3285,-2.1349,0.49379999999999996,-1.7056000000000002,-0.6578999999999999,-1.426,-1.5309,43.0,1.0
2000-05-18,-0.8021,-0.10540000000000001,-0.1965,1.9868000000000001,-0.1474,1.2852999999999999,-0.45849999999999996,-2.5315999999999996,0.8329000000000001,42.0,0.0
2000-05-19,0.2695,-1.7912000000000001,0.7218,-2.1349,0.1969,-1.7766,-2.0747999999999998,-2.6099,-1.8175000000000001,41.0,0.0
2000-05-22,-0.5376,-1.1376000000000002,-0.3257,-1.4992,-0.835,1.2919999999999998,-1.7368000000000001,-0.45049999999999996,0.6734,39.0,0.0
2000-05-23,-1.4189,-0.8219000000000001,-0.5229,-0.451,-0.3962,0.6378,-0.4285,-2.6099,-1.8175000000000001,39.0,1.0
2000-05-24,-0.4112,0.6629999999999999,1.4064999999999999,-1.812,0.0995,1.2673999999999999,1.4524000000000001,2.3617,1.6303999999999998,39.0,1.0
2000-05-25,-2.4118,-0.7684,-0.2572,-0.9227000000000001,-1.8381,-2.5031000000000003,-1.8028,-1.6340000000000001,-1.675,40.0,2.0
2000-05-26,-1.5714,-0.7743,0.32239999999999996,-2.0955000000000004,0.050600000000000006,-0.3851,-0.54,0.3322,1.6303999999999998,40.0,2.0
2000-05-30,1.0885,1.6868,-0.5784,0.7728999999999999,1.4163000000000001,2.0618999999999996,1.7915,2.3617,0.7238,40.0,2.0
2000-05-31,-0.8614999999999999,1.0707,-0.9696,2.0625999999999998,2.5090000000000003,1.1995,0.6933,-1.9278999999999997,0.5528,40.0,1.0
2000-06-01,0.2896,-0.6355999999999999,0.2611,0.7493,-0.9201000000000001,2.5180000000000002,0.7945000000000001,2.3617,0.7147,39.0,1.0
2000-06-02,1.6605999999999999,1.6868,-1.4277,2.0625999999999998,-2.7289999999999996,2.5180000000000002,0.7357,2.3617,-0.3275,38.0,1.0
2000-06-05,-0.8523,-0.31220000000000003,-0.1349,-0.5568,-1.417,-2.2622,-0.1565,0.2902,-1.8175000000000001,38.0,1.0
2000-06-06,0.1433,-0.8351000000000001,0.3376,-2.1349,2.5090000000000003,-2.1957999999999998,-0.7315,-1.3888999999999998,1.6303999999999998,37.0,1.0
2000-06-07,-2.1458999999999997,-0.2632,1.0767,0.0,-1.2846,1.4563,-0.4737,1.8779000000000001,0.3834,36.0,1.0
2000-06-08,-0.1462,-0.7916,0.0,-0.9832000000000001,0.5005,-1.6746,-1.5865,-0.4608,0.6001,36.0,1.0
2000-06-09,-0.1464,1.4893999999999998,1.1318,-1.6355000000000002,-0.6474,-1.7031999999999998,0.3761,0.23149999999999998,1.2473,35.0,0.0
2000-06-12,0.5865,-0.9434,-0.1317,-2.1349,2.2556,0.8663000000000001,0.10709999999999999,-1.7897999999999996,-0.4285,36.0,0.0
2000-06-13,-2.4118,-1.3757,1.1206,1.9487999999999999,0.0,-0.1227,0.42779999999999996,1.8225000000000002,1.6303999999999998,36.0,0.0
2000-06-14,2.3651999999999997,1.6868,1.3037999999999998,0.3584,-0.1471,1.7199,-0.213,-1.8476,-0.42130000000000006,36.0,0.0
2000-06-15,0.0,1.6868,1.4064999999999999,-0.23809999999999998,-1.4237,-2.3550999999999997,0.9605,2.0,-0.5288,35.0,0.0
2000-06-16,0.0,-1.1282,-1.4277,-1.3126,1.1952,-2.621,-1.9556,0.346,-1.8175000000000001,35.0,0.0
2000-06-19,-2.4118,0.6224000000000001,0.1935,-0.12090000000000001,-0.8366,2.5180000000000002,-1.0243,2.3617,1.6250999999999998,34.0,0.0
2000-06-20,-1.8127,-0.15460000000000002,-1.4277,-2.1349,-0.5459,-1.269,-2.0747999999999998,0.27859999999999996,-1.0661,33.0,0.0
2000-06-21,-0.4615,-0.4646,1.4064999999999999,-0.6807,1.7964,-0.7712,0.3935,0.8888999999999999,0.3233,33.0,0.0
2000-06-22,0.0,-0.2075,-1.4277,-0.43610000000000004,-2.6471,-0.0648,-2.0747999999999998,-2.6099,-0.6445000000000001,32.0,0.0
2000-06-23,0.07730000000000001,-1.7912000000000001,1.1827,0.6257999999999999,1.2588,-0.7129,1.0876000000000001,-2.0193,0.3243,32.0,0.0
2000-06-26,-2.3165999999999998,-0.9534,1.2987,0.0,-0.7956,1.5666,1.9993,0.8999,-0.3233,32.0,0.0
2000-06-27,2.3651999999999997,-0.21389999999999998,1.4064999999999999,2.0625999999999998,-0.7018,0.964,0.4425,-1.2083,-1.8175000000000001,33.0,0.0
2000-06-28,-0.22799999999999998,-0.4287,0.0,-0.3628,-0.8582,-0.7638,1.2665,0.8445000000000001,0.8333,34.0,0.0
2000-06-29,-1.8279,1.5070000000000001,0.8838,-1.699,0.20370000000000002,-0.06409999999999999,-1.7401,-1.8192,-1.5977999999999999,34.0,0.0
2000-06-30,-2.4118,0.3181,1.0638,1.1111,-1.3211,-2.439,0.166,2.0,-1.8175000000000001,34.0,0.0
2000-07-03,2.3651999999999997,-0.2114,0.1858,1.3431,0.6179,1.8421,1.3259999999999998,0.692,1.6303999999999998,33.0,0.0
2000-07-05,0.4644,0.6355999999999999,0.24719999999999998,1.2047999999999999,-2.7289999999999996,1.0982,-0.8724000000000001,-2.6099,0.8909,32.0,0.0
2000-07-06,-2.4118,-0.21050000000000002,0.12329999999999999,0.7143,1.0144,0.7668,-0.27499999999999997,1.5089,0.1104,31.0,0.0
2000-07-07,-0.4747,0.8439,-0.6773,2.0625999999999998,0.4757,1.7121000000000002,0.49639999999999995,1.6613,1.0473999999999999,31.0,0.0
2000-07-10,1.4307999999999998,-0.8368,0.9299,1.4656,0.47340000000000004,0.2494,0.10980000000000001,-1.3761,0.0,31.0,0.0
2000-07-11,2.3651999999999997,-1.1076000000000001,0.061399999999999996,0.7222000000000001,2.5090000000000003,0.49750000000000005,1.9189,-0.5233,-0.9273999999999999,31.0,0.0
2000-07-12,-0.5208,1.6868,-1.4277,0.2758,-1.3145,1.4233,0.3765,2.3617,0.4405,31.0,0.0
2000-07-13,1.7203,0.3141,-1.4277,-1.8702,-1.5369000000000002,-0.9762,0.8039,1.8793,0.4386,31.0,0.0
2000-07-14,-2.4118,1.5657999999999999,-1.145,1.2331999999999999,-0.1041,1.6636000000000002,1.0101,1.7887,-1.3646,31.0,0.0
2000-07-17,-1.5848999999999998,-1.2333,0.5147999999999999,-0.5537000000000001,-1.3021,-1.8788,0.5789,0.7687999999999999,-0.8301000000000001,30.0,0.0
2000-07-18,-1.5337,-1.5609,0.128,0.22269999999999998,0.8971,0.1853,0.2616,-2.1253,-0.3906,30.0,0.0
2000-07-19,0.2336,0.6342000000000001,0.12789999999999999,-1.2778,-0.2615,-0.3699,-0.8351000000000001,-1.5033,1.0084000000000002,30.0,0.0
2000-07-20,-1.0101,1.5756,-1.4277,-0.2814,-0.9963,2.5180000000000002,1.2105,1.5828000000000002,-1.6084,30.0,0.0
2000-07-21,0.471,-1.7912000000000001,0.2597,-0.22569999999999998,-1.9068,-0.0604,-0.156,-2.1703,1.0147,30.0,0.0
2000-07-24,0.1563,-0.9544,1.4064999999999999,-1.5837,-1.0259,0.3623,-0.7292,-2.4459999999999997,-0.3348,29.0,0.0
2000-07-25,-1.248,0.0535,-1.4277,0.2299,-0.9273999999999999,0.1805,0.20990000000000003,1.6909999999999998,0.8399,29.0,0.0
2000-07-26,-0.6319,-0.8026,0.0646,-0.344,0.826,-0.48050000000000004,-1.2565,-1.3188,-0.9439,29.0,0.0
2000-07-27,1.1129,0.6472,0.7101,0.8055,2.5090000000000003,0.4225,-0.6893,-2.6099,-0.3924,29.0,0.0
2000-07-28,-0.7861999999999999,-1.0718,0.8333,-2.1349,-0.7392,-2.2837,-2.0747999999999998,-2.6099,-0.619,29.0,1.0
2000-07-31,0.47540000000000004,0.9751,-1.0807,-2.0024,-0.6383,2.2755,1.547,2.3617,0.28309999999999996,29.0,1.0
2000-08-01,0.0789,0.8583999999999999,1.4064999999999999,1.4423,1.8737,0.1203,0.7616999999999999,-1.7001,1.6303999999999998,30.0,1.0
2000-08-02,0.6304,0.4255,-0.062200000000000005,0.0,1.8917,-0.1201,-0.432,-0.1853,1.6303999999999998,31.0,1.0
2000-08-03,1.0963,0.5297,0.0,-0.4739,-1.3925,2.5180000000000002,0.1627,1.9183000000000001,0.163,31.0,0.0
2000-08-04,-0.9295,1.6868,-0.1867,-0.41669999999999996,0.4184,2.5180000000000002,1.2453,0.0,-0.5426,31.0,0.0
2000-08-07,1.9546999999999999,-0.7744,-1.2469,2.0625999999999998,1.3021,0.5087999999999999,1.9993,2.0036,1.6303999999999998,31.0,0.0
2000-08-08,2.3651999999999997,0.31220000000000003,0.4419,2.0625999999999998,0.2057,0.0,0.8831,0.23809999999999998,-1.8175000000000001,30.0,0.0
2000-08-09,0.0749,-0.9336000000000001,-1.4277,-1.7524000000000002,1.7957999999999998,-0.6748999999999999,0.8754,0.17809999999999998,-1.5934,30.0,0.0
2000-08-10,-1.4959,0.2094,1.4064999999999999,-2.1349,0.9073,-0.5095999999999999,-0.2552,-2.1932,0.0,29.0,0.0
2000-08-11,2.0501,0.627,0.7083,1.4218,-0.09990000000000002,1.4798,1.1259,0.6061,1.1167,28.0,0.0
2000-08-14,0.0,1.1423,0.31970000000000004,1.2850000000000001,1.4000000000000001,1.29,1.0121,2.0482,0.6074,28.0,0.0
2000-08-15,0.5952,-0.5133000000000001,-0.1912,-2.1349,-0.39449999999999996,-1.8272,-1.2525,0.23609999999999998,0.6586,28.0,0.0
2000-08-16,0.0,-1.4448,1.0217,-1.9595999999999998,1.3861,-1.1844000000000001,-0.45659999999999995,-0.0883,-1.4177,27.0,0.0
2000-08-17,0.22190000000000001,0.9424,-0.5689,0.0606,2.3438,1.3128000000000002,0.5097,1.8272999999999997,-1.3274000000000001,27.0,0.0
2000-08-18,-1.7711999999999999,0.0,-1.2079,1.3317,-1.145,-1.1268,-0.3043,0.14470000000000002,0.5605,26.0,0.0
2000-08-21,-0.5259,0.31120000000000003,1.0295999999999998,-2.1349,0.3861,1.1965999999999999,1.4242,0.46240000000000003,0.6688999999999999,26.0,0.0
2000-08-22,-0.9819,-1.2409999999999999,-0.3822,1.9584000000000001,-0.2885,1.0697999999999999,-0.2006,0.20140000000000002,-1.2182,25.0,0.0
2000-08-23,-0.45770000000000005,0.1047,0.6394000000000001,-0.6002000000000001,2.5090000000000003,-1.2812999999999999,-0.5025,0.8039,0.7848,24.0,0.0
2000-08-24,0.15330000000000002,-0.2615,-0.6353,0.0,-2.1617,-0.1693,1.0606,0.9399,-0.2225,24.0,0.0
2000-08-25,-0.5356,1.678,0.3836,0.9058,0.2882,-1.3567,0.44980000000000003,-0.395,-0.11150000000000002,24.0,0.0
2000-08-28,-0.15380000000000002,-0.9799,-0.3185,-1.6158,0.3831,1.8911,1.3433000000000002,0.7932,1.6303999999999998,24.0,0.0
2000-08-29,-1.3867,0.46880000000000005,-1.4277,-0.42579999999999996,0.0954,-1.0124,-0.6382,0.1686,-0.8772,23.0,0.0
2000-08-30,0.23440000000000003,0.6739,-0.45430000000000004,-1.1606999999999998,-0.8580000000000001,0.9091,-0.9387,-0.44889999999999997,0.9955999999999999,23.0,0.0
2000-08-31,1.0912,-0.6179,0.1956,-1.4215,-0.3846,2.5180000000000002,0.7481,1.9448,0.7667,23.0,0.0
2000-09-01,-1.0023,-0.1036,-0.5856,2.0063,1.0135,-1.6465,0.8911,-0.08289999999999999,1.1957,23.0,0.0
2000-09-05,2.0249,-1.7912000000000001,-0.3272,1.0449,0.0,1.2277,0.0,-2.1583,0.3759,23.0,0.0
2000-09-06,1.6794,-0.42329999999999995,-1.2475,1.4599000000000002,2.1978,0.7718,0.49069999999999997,-2.6099,1.2306000000000001,23.0,0.0
2000-09-07,-2.4118,-0.7969999999999999,0.9309,-0.8392999999999999,-0.4675,-0.8206,-0.5859,1.8313999999999997,0.0,25.0,0.0
2000-09-08,-1.735,0.0536,-0.0659,1.8742,-1.1743,2.2614,-1.1788,-2.6099,1.6303999999999998,27.0,0.0
2000-09-11,-0.6421,0.3747,0.46140000000000003,1.8398,2.5090000000000003,1.9956999999999998,-0.49699999999999994,-2.4793,1.6303999999999998,28.0,0.0
2000-09-12,-0.6462,-0.05330000000000001,0.7874000000000001,0.0,-0.1382,-0.1586,-0.2997,-1.4527999999999999,-0.25039999999999996,28.0,0.0
2000-09-13,-0.4878,1.0672,0.0,0.0,-1.6605,-0.6355999999999999,0.3006,0.9828,-0.7028000000000001,29.0,0.0
2000-09-14,-1.7974,-1.056,-1.0416999999999998,-0.5828,-0.2814,-0.3198,-0.09990000000000002,0.365,-1.3144999999999998,28.0,0.0
2000-09-15,-2.1631,-0.4269,-0.5263,-1.1137,2.1637,-1.9786000000000001,-2.0747999999999998,-1.5455,0.10250000000000001,27.0,0.0
2000-09-18,-0.3401,-0.1608,0.1323,-2.0153999999999996,0.1842,-2.621,-1.1317000000000002,-2.2468000000000004,-0.6141,26.0,0.0
2000-09-19,-2.4118,-0.6441,0.1321,-1.6939,-2.6654,2.1445,-1.1446,2.3617,-1.6478,26.0,0.0
2000-09-20,-1.2281,-1.7912000000000001,-0.7916,-1.9692,-1.983,-1.4364999999999999,0.5263,-0.1515,-1.7800999999999998,27.0,0.0
2000-09-21,-0.3552,0.9365999999999999,1.4064999999999999,2.0625999999999998,-0.7707,-1.1211,0.3141,-1.4871,0.7463,28.0,0.0
2000-09-22,-0.17830000000000001,-0.8734000000000001,1.4064999999999999,-0.6659,-0.6311,1.9274,-0.7307,-2.6099,1.6303999999999998,29.0,0.0
2000-09-25,-0.26789999999999997,1.4868,-0.8772,-1.5235,-1.5144,1.6129,1.9993,-2.0939,0.7223999999999999,30.0,0.0
2000-09-26,-0.9848000000000001,0.0,-0.885,-2.1349,2.3810000000000002,-0.6568,0.1021,-2.1063,1.4344,31.0,1.0
2000-09-27,-0.4521,-1.6820000000000002,0.0638,0.9494,1.8895,0.055099999999999996,-0.8163,-0.6289,-0.404,31.0,1.0
2000-09-28,2.3651999999999997,1.6868,1.4064999999999999,1.5674000000000001,-0.3804,2.5180000000000002,1.3374000000000001,2.3617,1.6303999999999998,32.0,1.0
